Chromossome	First_index	Last_index	Citoband	Unkown	Size	TandemRepeats_dens	STRs_dens	LTRs_dens	DRs_density	CDSs_density	CDSIntron_density	CDSExon_density	five_prime_UTRs_density	five_prime_UTRIntron_density	five_prime_UTRExon_density	three_prime_UTRs_density	three_prime_UTRIntron_density	three_prime_UTRExon_density	exons_density	SNP_density	Indel_density	Inserts_density	Deletes_density
chr4	138500000	140599999	q31.1	gneg	2099999	0.0195609617	0.0074900036	0.01500715	0.2973896654	0.0037657161	0.0020257153	0.0017400008	0.0036600017	0.0017561913	0.0019038104	0.0193890569	0.0190238186	0.0003652383	0.0512319292	0.0250714	0.0083567	0.0021604772	0.0062257173
chr4	140600000	145899999	q31.21	gpos25	5299999	0.0165311352	0.0049698123	0.0133090591	0.1803506001	0.0032584912	0.002582076	0.0006764152	0.0028450949	0.0018432079	0.001001887	0.0131469836	0.0129154741	0.0002315095	0.0326926477	0.0253113	0.0079085	0.0020311325	0.0059003785
chr4	145900000	147499999	q31.22	gneg	1599999	0.0166893854	0.0067343792	0.0133981334	0.1233700771	0.0025943766	0.0022637514	0.0003306252	0.0019968762	0.0012368758	0.0007600005	0.0072556295	0.0072556295	0.0	0.035214397	0.0253763	0.0075	0.0019087512	0.0056143785
chr4	147500000	150199999	q31.23	gpos25	2699999	0.0182581549	0.0060388911	0.0147181536	0.1337678273	0.0015685191	0.0012662968	0.0003022223	0.0008633337	0.0002907408	0.0005725928	0.0039251866	0.0037629644	0.0001622223	0.014190746	0.0256163	0.0079937	0.0020688897	0.0059562985
chr4	150200000	154599999	q31.3	gneg	4399999	0.0236893236	0.0064463651	0.0188675043	0.2628961961	0.0056302286	0.0049247738	0.0007054547	0.0032918189	0.0019040913	0.0013877276	0.014083185	0.0135800031	0.0005031819	0.038307736	0.0255375	0.0082486	0.0021538641	0.0061177287
chr4	154600000	160799999	q32.1	gpos100	6199999	0.0188498417	0.0061477429	0.0149882282	0.1397642161	0.0024743552	0.0017633874	0.0007109679	0.0024856456	0.0010895163	0.0013961293	0.0107274211	0.0105853243	0.0001420968	0.0274530689	0.0264206	0.0086419	0.0021882262	0.0064830656
chr4	160800000	163599999	q32.2	gneg	2799999	0.0192371497	0.0071903597	0.0149400053	0.0531485904	0.0024414294	0.002295358	0.0001460715	0.0011682147	0.000539643	0.0006285717	0.0039282157	0.0038039299	0.0001242858	0.0125342902	0.0278139	0.0093925	0.002432858	0.0069939311
chr4	163600000	169199999	q32.3	gpos100	5599999	0.0195828606	0.0069653584	0.0156262528	0.1398877036	0.0027075005	0.0020569647	0.0006505358	0.001816786	0.0006625001	0.0011542859	0.0080837514	0.0078794657	0.0002042858	0.0205610751	0.026575	0.0090321	0.0023246433	0.0067371441
chr4	169200000	170999999	q33	gneg	1799999	0.0260816812	0.0052350029	0.0232533463	0.1286678493	0.0019244455	0.0015594453	0.0003650002	0.0023250013	0.0008494449	0.0014755564	0.0078883377	0.0075105597	0.000377778	0.0246372359	0.0260506	0.0086567	0.0021750012	0.0065005592
chr4	171000000	175399999	q34.1	gpos75	4399999	0.0185102315	0.006475456	0.0146386397	0.101873205	0.0014797731	0.001187273	0.0002925001	0.0014570458	0.0010111366	0.0004459092	0.0061193196	0.0056788649	0.0004404546	0.0299547795	0.0266873	0.0085482	0.0021627278	0.006415456
chr4	175400000	176599999	q34.2	gneg	1199999	0.0198316832	0.0066366722	0.0159241799	0.1117767598	0.0018950016	0.000760834	0.0011341676	0.0040250034	0.0030933359	0.0009316674	0.0095591746	0.0094725079	8.66667e-05	0.0244125203	0.0273142	0.0083892	0.0021325018	0.0062825052
chr4	176600000	182299999	q34.3	gpos100	5699999	0.0196275473	0.0071094749	0.0152889501	0.0786487857	0.0002061404	0.0001205263	8.56141e-05	0.0001445614	0.000112807	3.17544e-05	0.0004833334	0.0004154387	6.78947e-05	0.0065422818	0.0291839	0.0093744	0.0024440355	0.0069615802
chr4	182300000	186199999	q35.1	gneg	3899999	0.0279659046	0.0077110276	0.0244197499	0.2886521253	0.007373848	0.0049864115	0.0023874365	0.005345386	0.0026394879	0.0027058981	0.0179779533	0.017760261	0.0002176924	0.0500169359	0.0293292	0.0094674	0.0024938468	0.007000771
chr4	186200000	190214554	q35.2	gpos25	4014554	0.0545211249	0.0074429189	0.0502048297	0.1124844752	0.0032541597	0.0029400526	0.0003141071	0.0006008139	0.0001681382	0.0004326757	0.0043775722	0.0042602491	0.0001173231	0.027445639	0.0273064	0.0084413	0.0022029844	0.0062721787
chr5	0	4399999	p15.33	gneg	4399999	0.0845900192	0.0134550031	0.0793620635	0.2081784564	0.0042481828	0.0027734097	0.0014747731	0.0020445459	0.0005836365	0.0014609094	0.0142393214	0.0137820486	0.0004572728	0.0447879647	0.0331386	0.0100834	0.0024775006	0.0076529563
chr5	4400000	6299999	p15.32	gpos25	1899999	0.0254789608	0.0079694779	0.0213494849	0.0873005723	0.0027352646	0.0026921067	4.31579e-05	0.0002278949	0.0	0.0002278949	0.0015178955	0.0010500006	0.000467895	0.02098159	0.0306974	0.0084332	0.0022073696	0.0062484243
chr5	6300000	9899999	p15.31	gneg	3599999	0.022302784	0.0080650022	0.0179516717	0.1262847573	0.0018036116	0.0011397225	0.0006638891	0.0011963892	0.0004383335	0.0007580558	0.0096752805	0.0095836138	9.16667e-05	0.0346650096	0.0287103	0.0087692	0.0022058339	0.0065911129
chr5	9900000	14999999	p15.2	gpos50	5099999	0.021217063	0.0064301973	0.0177156897	0.1852588599	0.0016984317	0.0012833336	0.0004150981	0.0013670591	0.0005550981	0.0008119609	0.0100747079	0.0099682372	0.0001064706	0.0264868679	0.0287326	0.0096759	0.0023841181	0.0073492171
chr5	15000000	18399999	p15.1	gneg	3399999	0.0209735356	0.0067958844	0.0167979461	0.1839438776	0.00414206	0.0039714718	0.0001705883	0.0017020593	0.0008064708	0.0008955885	0.0042376483	0.0041414718	9.61765e-05	0.0270279491	0.0270438	0.0088447	0.0022402948	0.006642649
chr5	18400000	23299999	p14.3	gpos100	4899999	0.0207128614	0.0082348996	0.0161936768	0.041771233	0.0002618368	0.0002618368	0.0	0.0002342858	0.0001734694	6.08163e-05	0.0006736736	0.000639796	3.38776e-05	0.0110906145	0.0249667	0.0084971	0.0020675514	0.0064681646
chr5	23300000	24599999	p14.2	gneg	1299999	0.0335131027	0.0067230821	0.0291623301	0.0382900295	0.0019961554	0.0017700014	0.000226154	0.0003153849	0.0	0.0003153849	0.0010553854	0.0010553854	0.0	0.0095500073	0.0285939	0.0092277	0.002270771	0.0069884669
chr5	24600000	28899999	p14.1	gpos100	4299999	0.0213711678	0.0081895368	0.0168144225	0.0270067505	0.0001660466	0.0001660466	0.0	0.0001430233	0.0	0.0001430233	0.0001251163	0.0001251163	0.0	0.0140676777	0.0279277	0.008963	0.0022881401	0.0067113969
chr5	28900000	33799999	p13.3	gneg	4899999	0.0218416371	0.0070018382	0.0174975546	0.1433086007	0.0021857147	0.0020536739	0.0001320408	0.0009897961	0.000699592	0.0002902041	0.0065757156	0.0064720421	0.0001036735	0.0244485764	0.0283941	0.0090516	0.0024010209	0.0066873483
chr5	33800000	38399999	p13.2	gpos25	4599999	0.0209678306	0.005455436	0.0173208733	0.2078617843	0.0045317401	0.003705653	0.0008260871	0.0025984788	0.0009521741	0.0016463047	0.0189930476	0.0184630475	0.0005300001	0.0479400104	0.0253787	0.007665	0.0019554352	0.0057408708
chr5	38400000	42499999	p13.1	gneg	4099999	0.0180129312	0.0058021965	0.0141946376	0.201750537	0.0036702448	0.002473903	0.0011963418	0.0018434151	0.0005512196	0.0012921954	0.015259272	0.0151914671	6.78049e-05	0.0333790325	0.02785	0.0081868	0.0021804883	0.0060331722
chr5	42500000	46099999	p12	gpos50	3599999	0.066498074	0.0063013906	0.0628361286	0.1037280844	0.0031647231	0.0024036118	0.0007611113	0.0030563897	0.0013625004	0.0016938894	0.0120919478	0.0118969477	0.0001950001	0.0352844542	0.0286036	0.0079411	0.001989445	0.0059719461
chr5	46100000	48799999	p11	acen	2699999	0.9621088749	0.0001651852	0.9620581341	0.001232593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006643	0.0010296	0.000331852	0.0006996299
chr5	48800000	51399999	q11.1	acen	2599999	0.5495902114	0.0062842332	0.5476532876	0.0570761758	0.0006276925	0.0004803848	0.0001473077	0.0005465387	0.000228077	0.0003184617	0.0037242322	0.0036465399	7.76923e-05	0.0095157729	0.0147396	0.0039542	0.0009300004	0.0030365396
chr5	51400000	59599999	q11.2	gneg	8199999	0.0194531731	0.005889269	0.015672197	0.2293171011	0.0025485369	0.0019571954	0.0005913415	0.0014528051	0.0007380489	0.0007147562	0.0101179281	0.0098615866	0.0002563415	0.0280940278	0.0267939	0.0084637	0.0022998783	0.0061962203
chr5	59600000	63599999	q12.1	gpos75	3999999	0.0178330045	0.0055770014	0.0141812535	0.1565322891	0.0020020005	0.0015670004	0.0004350001	0.0010815003	0.0004280001	0.0006535002	0.0092817523	0.0092257523	5.6e-05	0.0301287575	0.0250208	0.0077258	0.0019440005	0.0058027515
chr5	63600000	63899999	q12.2	gneg	299999	0.0135367118	0.0048600162	0.0094733649	0.0146700489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263634	0.0080634	0.0016266721	0.0064666882
chr5	63900000	67399999	q12.3	gpos75	3499999	0.0190080054	0.0052994301	0.0155182901	0.1931474838	0.0049025728	0.0043988584	0.0005037144	0.0022280006	0.0013100004	0.0009180003	0.0263674361	0.0260297217	0.0003377144	0.0490605854	0.0253423	0.0085337	0.0021362863	0.0064274304
chr5	67400000	69099999	q13.1	gneg	1699999	0.0159000094	0.0072329454	0.0120958895	0.233247196	0.0010570594	0.0008976476	0.0001594119	0.002745884	0.0007758828	0.0019700012	0.0031482371	0.0031482371	0.0	0.0181523636	0.026383	0.00769	0.0019441188	0.0057776505
chr5	69100000	73999999	q13.2	gpos50	4899999	0.0301926592	0.0066728585	0.025582046	0.204408205	0.0061087768	0.00516245	0.0009463267	0.003163266	0.0015873473	0.0015759187	0.0182116364	0.0170128606	0.0011987758	0.0487293977	0.0156676	0.0051067	0.0013310207	0.0037889804
chr5	74000000	77599999	q13.3	gneg	3599999	0.0203827834	0.0054852793	0.016928338	0.260965628	0.0056833349	0.0043833346	0.0013000004	0.0041922234	0.0027033341	0.0014888893	0.0198555611	0.0195647277	0.0002908334	0.0439430678	0.02654	0.0085317	0.0021358339	0.0064255573
chr5	77600000	82099999	q14.1	gpos50	4499999	0.0250253389	0.0069671127	0.0210940047	0.2248824944	0.0056633346	0.0047244455	0.0009388891	0.002584445	0.0016257781	0.0009586669	0.0188000042	0.0184253374	0.0003746667	0.0442600098	0.0255745	0.0089007	0.0023011116	0.0066346681
chr5	82100000	83499999	q14.2	gneg	1399999	0.0157242969	0.0063114331	0.0119707228	0.1914787082	0.0009478578	0.0007450005	0.0002028573	0.0004678575	0.0002492859	0.0002185716	0.0079257199	0.0078421485	8.35715e-05	0.0227314448	0.0247479	0.0084086	0.0020278586	0.0064021474
chr5	83500000	92999999	q14.3	gpos100	9499999	0.0171747386	0.0069060007	0.0134728435	0.1250789605	0.0019736844	0.001648316	0.0003253685	0.0008021053	0.0002548421	0.0005472632	0.0049226321	0.0047028426	0.0002197895	0.0270875818	0.0245849	0.0079228	0.0019513686	0.0059967375
chr5	93000000	98899999	q15	gneg	5899999	0.0145518669	0.0050577975	0.011449663	0.2133896972	0.0029842378	0.0023815258	0.000602712	0.00197678	0.001224746	0.000752034	0.0133123751	0.0131528836	0.0001594916	0.0393613626	0.0248612	0.0080825	0.0020796614	0.0060283061
chr5	98900000	103399999	q21.1	gpos100	4499999	0.0274611172	0.0051575567	0.0242428943	0.0967409104	0.0012260003	0.0006895557	0.0005364446	0.0008666669	0.0004440001	0.0004226668	0.0058851124	0.0058204457	6.46667e-05	0.0157448924	0.025344	0.0088338	0.0021368894	0.0067264459
chr5	103400000	105099999	q21.2	gneg	1699999	0.0168858923	0.0049688265	0.0138135375	0.0760035741	0.0003464708	0.0003464708	0.0	5.05883e-05	0.0	5.05883e-05	0.0011794125	0.0011794125	0.0	0.0122453013	0.0282277	0.0099541	0.0025500015	0.0074335338
chr5	105100000	110199999	q21.3	gpos100	5099999	0.0170107876	0.0059611776	0.0134323556	0.132390026	0.000649608	0.0002511765	0.0003984315	0.0003425491	0.0	0.0003425491	0.0047490205	0.0047490205	0.0	0.0111715708	0.0285069	0.0088939	0.00212902	0.0067931386
chr5	110200000	112199999	q22.1	gneg	1999999	0.013912007	0.0047335024	0.0106580053	0.1625425813	0.0015220008	0.0012915006	0.0002305001	0.0026320013	0.0013645007	0.0012675006	0.0173790087	0.0172710086	0.0001080001	0.0329355165	0.029969	0.008264	0.002099501	0.0061885031
chr5	112200000	113799999	q22.2	gpos50	1599999	0.015971885	0.0033418771	0.0135743835	0.2435989022	0.0071825045	0.0056631285	0.0015193759	0.0019200012	0.0010550007	0.0008650005	0.0241825151	0.0236612648	0.0005212503	0.0407125254	0.0317044	0.0088206	0.0021518763	0.0066925042
chr5	113800000	115899999	q22.3	gneg	2099999	0.0150261976	0.0043076211	0.0122252439	0.1205019621	0.0029600014	0.0025714298	0.0003885716	0.0020171438	0.0012223815	0.0007947623	0.012455244	0.0123923869	6.28572e-05	0.0285119183	0.0312062	0.0083033	0.0022066677	0.0061280982
chr5	115900000	122099999	q23.1	gpos100	6199999	0.0183741965	0.0060274203	0.0147148411	0.1222848584	0.0016754841	0.001039355	0.0006361291	0.0012709679	0.0003974194	0.0008735485	0.0050785492	0.0050588718	1.96774e-05	0.0175654867	0.0313334	0.0092676	0.0023998391	0.0069050011
chr5	122100000	127899999	q23.2	gneg	5799999	0.0184439687	0.0065177597	0.014623106	0.2312469364	0.0023375866	0.0018162072	0.0005213794	0.0017889658	0.0009172415	0.0008717243	0.0087768981	0.0085667256	0.0002101725	0.0267036253	0.0279212	0.0086559	0.0022386211	0.0064470701
chr5	127900000	131199999	q23.3	gpos100	3299999	0.0155503077	0.0048021227	0.0123897007	0.0951769985	0.0018287884	0.0013878792	0.0004409092	0.0007284851	0.000438182	0.0002903031	0.0053318198	0.0050706076	0.0002612122	0.0221148552	0.0259976	0.0080558	0.0020184855	0.0060533352
chr5	131200000	136899999	q31.1	gneg	5699999	0.034282813	0.004918071	0.0312879002	0.3014154915	0.0061052642	0.0048559658	0.0012492985	0.0046910535	0.0030336847	0.0016573687	0.0257238642	0.0252736886	0.0004501755	0.0615175547	0.0260947	0.0078668	0.0019791232	0.0059098256
chr5	136900000	140099999	q31.2	gpos25	3199999	0.0378037618	0.0069021897	0.0339493856	0.2954647798	0.0085228152	0.0067956271	0.001727188	0.006276877	0.0035637511	0.0027131258	0.0199465687	0.0193687561	0.0005778127	0.0530887666	0.02372	0.0077075	0.0019662506	0.0057609393
chr5	140100000	145099999	q31.3	gneg	4999999	0.0207220041	0.0060268012	0.0165354033	0.3175990635	0.0320740064	0.0311688062	0.0009052002	0.0073212015	0.005222201	0.0020990004	0.0326142065	0.0320458064	0.0005684001	0.0895168179	0.0262364	0.0078206	0.0020892004	0.0057576012
chr5	145100000	150399999	q32	gpos75	5299999	0.0212998153	0.0072654731	0.0172809467	0.2854143935	0.0057339633	0.0042324536	0.0015015097	0.0034113214	0.0017100003	0.0017013211	0.0266354767	0.0263417031	0.0002937736	0.0562405766	0.0270015	0.0080575	0.0020847174	0.0060115106
chr5	150400000	153299999	q33.1	gneg	2899999	0.0199110413	0.0060951745	0.0165179367	0.2519735352	0.0071575887	0.0061303469	0.0010272417	0.0038037944	0.0021579318	0.0016458626	0.0214355246	0.02113449	0.0003010346	0.0489593272	0.0268266	0.0080538	0.0021358628	0.0059489676
chr5	153300000	156299999	q33.2	gpos50	2999999	0.0201553401	0.0064140021	0.0160960054	0.153998718	0.0036233345	0.0029266676	0.0006966669	0.0024153341	0.0012770004	0.0011383337	0.0117833373	0.0117673373	1.6e-05	0.0310800104	0.0266263	0.0073917	0.0019430006	0.0054740018
chr5	156300000	160499999	q33.3	gneg	4199999	0.0211804812	0.0069116683	0.0169064326	0.2892776879	0.0047616678	0.0039057152	0.0008559526	0.0032221436	0.0011552384	0.0020669053	0.0145942892	0.0142150034	0.0003792858	0.0388371521	0.0272498	0.0082598	0.002221191	0.0060659538
chr5	160500000	168999999	q34	gpos100	8499999	0.0190629434	0.0074309421	0.0143596487	0.101487659	0.0012122354	0.0010329413	0.0001792941	0.0012962354	0.0003755295	0.000920706	0.0068750596	0.0068621185	1.29412e-05	0.0190783552	0.0274617	0.0084251	0.0021676473	0.0062847066
chr5	169000000	173299999	q35.1	gneg	4299999	0.0242539591	0.0092944208	0.0189309346	0.3110796072	0.0038555823	0.0027779076	0.0010776747	0.0024737215	0.0008939537	0.0015797678	0.0138913986	0.0137730265	0.0001183721	0.0357497758	0.0283098	0.0084558	0.0023293029	0.0061597689
chr5	173300000	177099999	q35.2	gpos25	3799999	0.0301307974	0.0103742133	0.0242179011	0.2605350686	0.0055707909	0.0047218433	0.0008489476	0.0039268431	0.0020594742	0.0018673689	0.0187723734	0.0181863206	0.0005860528	0.0463239596	0.0269905	0.0078671	0.0020736848	0.0058286857
chr5	177100000	181538258	q35.3	gneg	4438258	0.0516752293	0.0077573228	0.0477061045	0.2860653887	0.0137551715	0.0118679446	0.0018872269	0.0084271802	0.0044650401	0.0039621401	0.0302470023	0.029678536	0.0005684663	0.0895245387	0.0260404	0.0084157	0.0022186633	0.0062276686
chr6	0	2299999	p25.3	gneg	2299999	0.0337834929	0.0093930476	0.0296313172	0.2551392414	0.0027234794	0.0026878273	3.56522e-05	0.0016730442	0.0008704352	0.000802609	0.0054969589	0.0051739153	0.0003230436	0.0310947961	0.0284531	0.0087474	0.0022230444	0.0065543507
chr6	2300000	4199999	p25.2	gpos25	1899999	0.0286268572	0.0073236881	0.0244200129	0.395991261	0.0072147406	0.0056668451	0.0015478956	0.0074931618	0.0050526342	0.0024405276	0.0189421152	0.0189421152	0.0	0.0842879391	0.0305474	0.0110842	0.0029063173	0.0082242149
chr6	4200000	7099999	p25.1	gneg	2899999	0.0221603525	0.006862761	0.0182351787	0.3085538995	0.0015744833	0.001296897	0.0002775863	0.0011279314	0.0003079311	0.0008200003	0.0043982774	0.004268967	0.0001293104	0.0279717338	0.029461	0.0102514	0.0028827596	0.0074127612
chr6	7100000	10599999	p24.3	gpos50	3499999	0.0223491492	0.0077297165	0.0178162908	0.1768854791	0.0049317157	0.0031842866	0.0017474291	0.0027574294	0.001048286	0.0017091433	0.0112325746	0.0108645745	0.0003680001	0.0388280111	0.0285423	0.0103157	0.0027674294	0.0076008593
chr6	10600000	11599999	p24.2	gneg	999999	0.0285150285	0.0068750069	0.0243320243	0.3475883476	0.007037007	0.0055790056	0.0014580015	0.0033640034	0.000983001	0.0023810024	0.0315110315	0.0314150314	9.60001e-05	0.0596360596	0.027748	0.009742	0.0024510025	0.0073290073
chr6	11600000	13399999	p24.1	gpos25	1799999	0.0194638997	0.0089933383	0.014206119	0.3346901859	0.0055433364	0.0053044474	0.000238889	0.002441668	0.0014116675	0.0010300006	0.0121305623	0.0120744512	5.61111e-05	0.0320277956	0.0274706	0.0088072	0.002316668	0.0065250036
chr6	13400000	15199999	p23	gneg	1799999	0.0308605727	0.008612227	0.0250722362	0.4078657821	0.0016250009	0.0006327781	0.0009922228	0.0013311119	0.0002044446	0.0011266673	0.0116033398	0.0115316731	7.16667e-05	0.0253133474	0.0279189	0.0098094	0.0024044458	0.0074427819
chr6	15200000	25199999	p22.3	gpos75	9999999	0.0234601023	0.0073160007	0.0188747019	0.2476831248	0.0021582002	0.0012534001	0.0009048001	0.0015110002	0.0006826001	0.0008284001	0.0081188008	0.0080944008	2.44e-05	0.0237193024	0.0277367	0.0095926	0.0025419003	0.0070962007
chr6	25200000	27099999	p22.2	gneg	1899999	0.0227921173	0.0072010564	0.0175868514	0.2780775148	0.0137489546	0.013148428	0.0006005266	0.0039484231	0.0022905275	0.0016578956	0.0279342252	0.0272631722	0.000671053	0.0750753027	0.0222332	0.0077232	0.0019378958	0.0058200031
chr6	27100000	30499999	p22.1	gpos50	3399999	0.0289641262	0.0073591198	0.0244558895	0.2060344724	0.0188897114	0.0179532406	0.0009364709	0.0064897078	0.0025423537	0.0039473541	0.0256455958	0.025336478	0.0003091177	0.1048270897	0.0254415	0.0085968	0.0022750007	0.0063523548
chr6	30500000	32099999	p21.33	gneg	1599999	0.0513887821	0.0056543785	0.0478275299	0.4230727644	0.0387606492	0.0355456472	0.003215002	0.0236693898	0.0153606346	0.0083087552	0.0339531462	0.0312662695	0.0026868767	0.1677738549	0.0269513	0.0084163	0.0023618765	0.0060837538
chr6	32100000	33499999	p21.32	gpos25	1399999	0.0356785969	0.0069021478	0.0313264509	0.3281559487	0.0217085869	0.0189157278	0.0027928591	0.0112042937	0.0057400041	0.0054642896	0.0347735963	0.032225023	0.0025485732	0.1217200869	0.0313593	0.00988	0.0029935736	0.0069428621
chr6	33500000	36599999	p21.31	gneg	3099999	0.0415587231	0.0079809703	0.0371790443	0.4140004561	0.0075958089	0.0042441949	0.003351614	0.0055180663	0.0017132264	0.0038048399	0.0316329134	0.0314006553	0.0002322581	0.0595587289	0.0270284	0.009169	0.0024216137	0.0067764538
chr6	36600000	40499999	p21.2	gpos25	3899999	0.0198379538	0.0062456426	0.0161087221	0.3267831607	0.0044692319	0.0035535907	0.0009156413	0.0025892314	0.0004489745	0.002140257	0.0203266719	0.0198397487	0.0004869232	0.0437610369	0.0279813	0.0087138	0.0024005134	0.0063374375
chr6	40500000	46199999	p21.1	gneg	5699999	0.0300461456	0.0071547381	0.0257012326	0.3490800612	0.0108247387	0.007921054	0.0029036847	0.0055933343	0.0021901758	0.0034031585	0.0294286017	0.0288629875	0.0005656141	0.0596701859	0.0271095	0.0083847	0.0021585969	0.0062545625
chr6	46200000	51799999	p12.3	gpos100	5599999	0.0176112531	0.00775643	0.012863038	0.1227046648	0.0039430364	0.0028794648	0.0010635716	0.0012257145	0.0004105358	0.0008151787	0.0122144665	0.0113373235	0.000877143	0.0224748254	0.0276729	0.0077736	0.0021042861	0.0056939296
chr6	51800000	52999999	p12.2	gneg	1199999	0.0210075175	0.0055666713	0.0174091812	0.2779218983	0.0043450036	0.003600003	0.0007450006	0.0022066685	0.0006816672	0.0015250013	0.0226475189	0.0225958522	5.16667e-05	0.0464633721	0.0271592	0.0082042	0.0020708351	0.0061625051
chr6	53000000	57199999	p12.1	gpos100	4199999	0.0185780997	0.0056130966	0.015001194	0.2226248149	0.0074173827	0.00612143	0.0012959527	0.0026204768	0.0009723812	0.0016480956	0.0134266699	0.0130411936	0.0003854763	0.0351907227	0.0264264	0.0085067	0.0023590482	0.0061761919
chr6	57200000	58499999	p11.2	gneg	1299999	0.06701159	0.0043230802	0.0644892804	0.0838569876	0.0004369234	0.000319231	0.0001176924	0.0006623082	0.0	0.0006623082	0.0013253856	0.0012530779	7.23077e-05	0.0214907858	0.0179077	0.0051015	0.0012961548	0.0038276953
chr6	58500000	59799999	p11.1	acen	1299999	0.9585476604	0.0	0.9585476604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6	59800000	62599999	q11.1	acen	2799999	0.1239004014	0.0035982156	0.1216554006	0.027155724	7.07143e-05	0.0	7.07143e-05	9.85715e-05	0.0	9.85715e-05	0.0003925001	0.0003925001	0.0	0.0037978585	0.0232247	0.0058164	0.0015732148	0.0042682158
chr6	62600000	62699999	q11.2	gneg	99999	0.0160201602	0.0077900779	0.0123301233	0.0327103271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017400174	0.0314503	0.0082501	0.0023400234	0.0059100591
chr6	62700000	69199999	q12	gpos100	6499999	0.0273430811	0.0069023088	0.0233413882	0.0487810844	0.0019516926	0.0018058464	0.0001458462	0.0005124616	0.0002672308	0.0002452308	0.0052490777	0.0051980008	5.10769e-05	0.0133563097	0.028608	0.009072	0.002312308	0.0067886164
chr6	69200000	75199999	q13	gneg	5999999	0.0193386699	0.0059498343	0.0155973359	0.1276341879	0.0026161671	0.001829667	0.0007865001	0.0018990003	0.0009490002	0.0009500002	0.0103845017	0.0099660017	0.0004185001	0.0307020051	0.0263632	0.0083963	0.0021633337	0.0062558344
chr6	75200000	83199999	q14.1	gpos50	7999999	0.015915502	0.0049898756	0.0129872516	0.1033472629	0.0025190003	0.0019071252	0.0006118751	0.0012108752	0.0005826251	0.0006282501	0.0097210012	0.0095706262	0.000150375	0.0255898782	0.0267063	0.0087215	0.0022076253	0.0065453758
chr6	83200000	84199999	q14.2	gneg	999999	0.0168490168	0.004964005	0.0139440139	0.1121381121	0.0037250037	0.0031200031	0.0006050006	0.0022580023	0.0008930009	0.0013650014	0.0145580146	0.0144790145	7.90001e-05	0.0280960281	0.024456	0.008465	0.0022230022	0.0062520063
chr6	84200000	87299999	q14.3	gpos50	3099999	0.0170651668	0.0051280662	0.0135838753	0.1007345486	0.0043296788	0.0038116141	0.0005180647	0.0015509682	0.0007696777	0.0007812906	0.0116054876	0.0113545198	0.0002509678	0.0319780748	0.0287645	0.0081948	0.0020387103	0.0061851633
chr6	87300000	92499999	q15	gneg	5199999	0.0194463499	0.0060019242	0.0155276953	0.1708300329	0.0034269237	0.0028055775	0.0006213463	0.002325962	0.0014296157	0.0008963463	0.010164425	0.0099565404	0.0002078847	0.0318690446	0.0261523	0.0083987	0.0021286543	0.0062951935
chr6	92500000	98899999	q16.1	gpos100	6399999	0.0152887524	0.0054959384	0.0118198456	0.0708275111	0.0013226565	0.0011792189	0.0001434375	0.0005692188	6.89063e-05	0.0005003126	0.00792422	0.00792422	0.0	0.019313128	0.0254183	0.0082191	0.0019942191	0.0062451572
chr6	98900000	99999999	q16.2	gneg	1099999	0.0172372884	0.0045672769	0.0142663766	0.0772800703	0.0061554601	0.0048245498	0.0013309103	0.0025245477	0.0013863649	0.0011381829	0.0254145686	0.0253136594	0.0001009092	0.0529555027	0.0249564	0.0078318	0.001833638	0.0060100055
chr6	100000000	104999999	q16.3	gpos100	4999999	0.0215272043	0.0066052013	0.0173934035	0.0635994127	0.0005728001	0.0003874001	0.0001854	0.0004520001	0.0003230001	0.000129	0.0034552007	0.0032906007	0.0001646	0.0137708028	0.0255494	0.0086674	0.0022196004	0.0064764013
chr6	105000000	114199999	q21	gneg	9199999	0.0218914154	0.0063016311	0.0179570672	0.2984805759	0.0049319571	0.0035104352	0.0014215219	0.0030345655	0.0011150001	0.0019195654	0.0194330456	0.0192743499	0.0001586957	0.0455516354	0.0252487	0.008277	0.0021676089	0.006133805
chr6	114200000	117899999	q22.1	gpos75	3699999	0.0160048692	0.004829731	0.0128281116	0.123873547	0.0047775689	0.0031997306	0.0015778383	0.0018532437	0.0005410812	0.0013121625	0.0215218977	0.0211413571	0.0003805406	0.0329873062	0.0247978	0.0083692	0.0020708114	0.0063321639
chr6	117900000	118099999	q22.2	gneg	199999	0.0193150966	0.0049750249	0.0175000875	0.0740453702	0.0	0.0	0.0	0.0023100116	0.0	0.0023100116	0.0	0.0	0.0	0.0023650118	0.0242951	0.00757	0.0017750089	0.0058100291
chr6	118100000	125799999	q22.31	gpos100	7699999	0.0162570151	0.0054445462	0.012924677	0.1358161215	0.0017274028	0.0012067534	0.0005206494	0.0013267534	0.000314026	0.0010127274	0.0085893518	0.0085458453	4.35065e-05	0.0219605223	0.0255695	0.0085061	0.0021546756	0.0063781826
